,Actual Values,Lasso Predicted Values,Random Forest Predicted Values,Linear Regression Predicted Values,Lasso Absolute Error,Random Forest Absolute Error,Linear Regression Absolute Error,Lasso Accuracy (%),Random Forest Accuracy (%),Linear Regression Accuracy (%)
114,28360.810546875,24991.688252125292,26938.96306640625,24990.666243002634,3369.122294749708,1421.8474804687503,3370.1443038723664,88.12050068462891,94.98657671254244,88.11689708831783
115,21870.875,23034.62145532311,22738.56591796875,23096.22665138854,1163.7464553231111,867.69091796875,1225.3516513885406,94.6790128180829,96.03266482036612,94.39733594843123
116,21637.587890625,18266.243327631426,20507.90662109375,17411.16644455018,3371.344562993574,1129.681269531251,4226.421446074819,84.41903700155834,94.77907946467217,80.4672245934307
117,16444.626953125,20467.204818219154,16553.67986328125,20793.76502825074,4022.577865094154,109.05291015624971,4349.138075125738,75.53864933172147,99.33684777120757,73.55283225625702
118,28847.7109375,30883.96232457087,29311.2743359375,30887.623942072183,2036.2513870708717,463.56339843750175,2039.9130045721831,92.94137621011764,98.3930669596564,92.92868328793313
119,49958.22265625,44460.73372045847,48583.4682421875,44277.207635848674,5497.488935791531,1374.7544140625032,5681.015020401326,88.99582762657836,97.24819190722248,88.62846851159824
120,16444.982421875,20958.88179912018,16457.4712890625,22174.009809436102,4513.8993772451795,12.488867187501455,5729.027387561102,72.5515098681965,99.92405667049611,65.16245964519615
121,18890.7890625,18635.421061828034,19823.80716796875,18689.88472514973,255.368000671966,933.0181054687491,200.90433735027182,98.64818774998184,95.06098923458481,98.93649578805002
122,54522.40234375,47188.52916284876,53098.90140625,47114.21766817781,7333.873180901239,1423.5009375000009,7408.184675572193,86.54888107339252,97.38914487200108,86.41258573152105
123,26217.25,29360.234176820355,26822.284140625,29467.59862148572,3142.984176820355,605.0341406250009,3250.3486214857185,88.01177020160256,97.69222881642811,87.60225187048329
124,30295.806640625,32006.91671496448,30015.71294921875,32060.535531394555,1711.1100743394818,280.0936914062513,1764.7288907695547,94.3519903772921,99.07547042820553,94.17500609340716
125,25940.16796875,28315.123464562977,26543.88419921875,28129.089260455425,2374.9554958129775,603.7162304687517,2188.9212917054247,90.8444868257057,97.67265874609583,91.5616533619119
126,28333.05078125,29071.89610829303,29218.33037109375,29027.99279228127,738.8453270430291,885.2795898437507,694.9420110312712,97.39228460518633,96.87545264123268,97.54723903049945
127,16610.70703125,20430.143671157595,16451.228251953125,21056.621001565043,3819.4366399075952,159.47877929687456,4445.913970315043,77.00617660210354,99.03990372597119,73.23464942250278
128,42265.1875,46489.21961327922,43048.2030859375,46755.20217210137,4224.032113279223,783.0155859375009,4490.014672101373,90.00588341580355,98.14737463086495,89.37656511732884
129,29993.896484375,31566.70603394156,30775.98205078125,31249.727613876217,1572.8095495665584,782.085566406251,1255.8311295012172,94.75623465465416,97.39251761833054,95.81304439669775
130,25779.982421875,31960.183784597568,26043.23876953125,32070.41812777581,6180.201362722568,263.25634765625,6290.435705900811,76.02713119975402,98.97883426238154,75.59953454210579
131,39698.37109375,34432.418088576036,37241.4266796875,34326.04567159455,5265.953005173964,2456.9444140624983,5372.3254221554525,86.7350904833397,93.8109692000705,86.4671388922523
132,16464.28125,20910.214222007984,16520.55662109375,21331.0935638438,4445.932972007984,56.27537109375044,4866.812313843799,72.99649523414219,99.65819721954914,70.44017749730922
133,19431.7890625,20927.60234189024,19639.01966796875,20836.52152987451,1495.8132793902405,207.23060546875058,1404.7324673745097,92.30223591569907,98.93354850239359,92.7709565863629
134,69403.7734375,54262.49653755041,69965.5721484375,54634.041711609556,15141.27689994959,561.7987109374953,14769.731725890444,78.18378432465963,99.19053578341325,78.71912290303496
135,26162.373046875,31801.6020695914,26147.41265625,31872.950019480522,5639.229022716401,14.96039062500131,5710.576972605522,78.44526942333319,99.94281714965918,78.17255735030645
136,19290.32421875,21182.155131403546,20168.02298828125,20964.52278754006,1891.830912653546,877.6987695312491,1674.1985687900597,90.19285061671123,95.45005693228248,91.32104494561706
137,42627.85546875,46349.065544466685,43347.9184375,46668.7684509545,3721.2100757166845,720.0629687499968,4040.9129822044997,91.27047318051301,98.3108158718473,90.52048727816756
138,30214.35546875,24493.692365510724,28029.154140625,24057.918696554385,5720.663103239276,2185.201328125,6156.436772195615,81.0664069628888,92.76767187575753,79.6241333740742
139,24319.333984375,20096.08391039083,23751.81572265625,20021.25673793617,4223.250073984171,567.5182617187493,4298.077246438828,82.63418695307372,97.66639060887368,82.32650100862008
140,18869.587890625,17116.25406315311,18313.961953125,17135.64983352777,1753.3338274718917,555.6259375000009,1733.9380570972316,90.70814986721038,97.05544211818186,90.81093838854474
141,21085.876953125,26993.283566205973,20625.1301953125,27125.430934777378,5907.406613080973,460.7467578124997,6039.553981652378,71.98406010708757,97.81490350704046,71.35734977929246
