,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.8297055076159626,0.853185525664877,0.8562040427713139,0.8556529711999454,0.23482917251780822,0.6884112293682622,0.7078927296623687,0.7103972099304123,0.7099399828125573,0.19483905778692454,0.7279255412040526,0.7305008963082363,0.7300307300199393,0.2003528509960543,0.7330853628579419,0.7326135331506799,0.20106168687038972,0.7321420071232947,0.20093227918928716,0.055144740265398534
1,1.0,0.8557534301324171,0.8413588621513626,0.8058374829503018,0.8261362618148078,0.3997574317080513,0.7323139331833977,0.719995732258336,0.6895981901639939,0.7069689398047944,0.3420937934050904,0.7078847349206355,0.677998507733984,0.6950770652224869,0.33633945787843705,0.6493740489276779,0.6657315657948162,0.3221395225582932,0.6825011230853447,0.33025411026397783,0.15980600420581728
2,1.0,0.8262632597065368,0.8694680910519057,0.8504022426990948,0.8874259475381252,0.30071663207778454,0.6827109743408719,0.7184095391233676,0.7026561291143035,0.7332474561610135,0.24847110466856157,0.755974761357445,0.7393976145858414,0.7715885445559023,0.2614635160402296,0.7231839743876501,0.754669016015791,0.2557300983358665,0.7875248123639393,0.26686374216210174,0.09043049280820563
3,1.0,0.8877346616418104,0.9309289815928641,0.9115114489439723,0.9404652100243642,0.33395908611885405,0.7880728294802996,0.8264179244868963,0.8091803077109135,0.8348835650068731,0.29646705631792913,0.8666287687695271,0.8485524248756481,0.8755063201915004,0.3108921919343084,0.8308531215559398,0.8572448062707054,0.3044075304762015,0.8844748112661716,0.31407690206631284,0.11152867120134018
4,1.0,0.9405843702618047,0.9292295009111682,0.9237662783952064,0.8914497555272398,0.30261804549992427,0.8846989575807958,0.8740187449432223,0.8688801232334462,0.8384837069226286,0.28463780375640446,0.8634674653636187,0.858390877831745,0.82836141141596,0.2812016153866078,0.85334413710013,0.8234912230397149,0.2795483456666963,0.7946826666295757,0.26976878267903864,0.09157768146219424
5,1.0,0.8917674312008973,0.9027576658571461,0.906446705041983,0.9158499495600201,0.26296072263625625,0.7952491513506471,0.8050498846783452,0.8083396496758066,0.8167251568846104,0.2344998081320659,0.8149714032638427,0.8183017116676016,0.8267905627401887,0.2373898081792151,0.8216456290814678,0.8301691690915465,0.23835988058909327,0.8387811301090913,0.2408325645626817,0.06914834164938209
6,1.0,0.9159653035466632,0.9162614548868611,0.9358459059699104,0.9239668733021016,0.17265385134191902,0.8389924373013308,0.8392637016535509,0.857202379334631,0.8463215975712207,0.1581449373529013,0.8395350537113874,0.8574795313539026,0.8465952315990476,0.15819606902236655,0.8758075597206423,0.8646906156315907,0.1615773999282724,0.8537147829596619,0.15952643918795878,0.02980935238319747
7,1.0,0.9240883791865301,0.921005045287514,0.940910074496279,0.932029161676021,0.17004140124916464,0.8539393325475882,0.8510900595223556,0.8694840657015437,0.8612773173677747,0.15713328287494696,0.8482502934450558,0.8665829257729236,0.8584035602587075,0.15660898845823923,0.8853117682885931,0.8769556279452894,0.15999366751680316,0.8686783582145066,0.15848354465647482,0.02891407813877941
8,1.0,0.9322182124715624,0.9127753181401186,0.8881428557934644,0.8772224546826288,0.23504963433710196,0.8690307956636751,0.8509057754647431,0.8279429454471721,0.8177627486441564,0.21911754996382757,0.8331587814057947,0.810674877750753,0.8007070051525923,0.21454750476076678,0.7887977322969705,0.7790988560679829,0.20875765349336328,0.7695192349994168,0.2061908172054469,0.05524833060200534
9,1.0,0.8773895757337983,0.864871419970338,0.8641431714828883,0.8581334748318581,0.2506203365984341,0.7698124676063346,0.7588291682320625,0.7581902106006303,0.752917365405694,0.2198916707983618,0.7480025730815087,0.747372731778077,0.7421751169019094,0.21675436638733175,0.7467434208205045,0.7415501824968331,0.2165718525062798,0.7363930606269993,0.21506570030874414,0.0628105531167124
10,1.0,0.8582365751173079,0.8389377684419743,0.8480736975617643,0.8311687004787038,0.25435976448331077,0.7365700188690865,0.7200070771241971,0.7278478656424802,0.7133393788435463,0.21830085311780167,0.7038165793183997,0.7114810553068004,0.6972988147784196,0.2133920131970549,0.7192289964960829,0.7048923131125809,0.2157158259763009,0.6908414086554573,0.21141587489966257,0.06469888978800532
11,1.0,0.8311193035223355,0.8765954840125179,0.8267435643397726,0.7937236848592388,0.19615091996346143,0.6907592966874521,0.7285554281433084,0.6871225353856449,0.6596790761493924,0.16302481598529744,0.7684196425911405,0.7247196749366571,0.6957745977013836,0.1719450106248711,0.6835049211772317,0.6562059483214255,0.16216651071911756,0.6299972879065283,0.15568963098192823,0.03847518340251225
12,1.0,0.7946162420194623,0.7821274356697165,0.6287401273335018,0.6184947381724262,0.5660481515211981,0.6314149720811327,0.6214911637121889,0.49960711718858547,0.4914659645553846,0.4497910549638377,0.6117233256272866,0.4917549034940028,0.4837417035420124,0.4427217892148579,0.3953141477193481,0.3888724604336321,0.35589718686433147,0.382535741146978,0.35009780326808926,0.3204105098405653
13,1.0,0.6199156684498482,0.6166540125691673,0.5633148367652172,0.5580998755283721,0.5791809245899717,0.3842954359896222,0.3822734844040965,0.34920769358102677,0.34597485739994793,0.35904333002059347,0.38026217121765477,0.34737035443101666,0.3441545276589235,0.35715424115192634,0.3173236053198233,0.314385940281953,0.3262612079929275,0.31147547106478446,0.3232408019220707,0.3354505434088945
14,1.0,0.558933809637908,0.5874236086655065,0.5834523122212515,0.6094434144942853,0.329804830260109,0.3124070035563451,0.32833091546265913,0.3261112236118702,0.3406385294220255,0.1843390702142663,0.3450664960176061,0.34273366272924133,0.3580014498196611,0.19373514354670804,0.34041660063632473,0.35558116935470535,0.19242539079699797,0.3714212754704532,0.200997381870429,0.1087712260628993
15,1.0,0.6099297031134788,0.5854498135076451,0.5012752481415248,0.5720059281305034,0.5986742375154168,0.3720142427400964,0.35708323094055955,0.30574266327709565,0.34888340592378786,0.3651491999494665,0.3427514841361365,0.29347150054045423,0.3348807639492707,0.35049372070523244,0.25127687439934726,0.2867324135620413,0.30010057696647874,0.3271907818164387,0.3424452128778275,0.3584108426646657
16,1.0,0.5721681750052469,0.5699748650819393,0.5747597291342549,0.5781670794444345,0.32289460753156823,0.3273764204888348,0.326121478352795,0.32885922528525663,0.33080880269383567,0.18475001831037283,0.3248713468251749,0.3275985990678289,0.3295407031011604,0.18404181036349135,0.330348746234482,0.3323071539758264,0.1855868171637557,0.334277171753307,0.1866870322048837,0.10426092757296548
17,1.0,0.5781728254235741,0.6528556161374033,0.5976587198822628,0.5829493151502452,0.4385594560558387,0.33428381605827867,0.37746337617581077,0.3455500307133643,0.33704545261915475,0.25356315982403,0.4262204555221485,0.3901848518086264,0.3805817343192906,0.28631600389621903,0.3571959454513051,0.34840474144893735,0.26210888309859404,0.3398299040341399,0.2556579345604152,0.1923343964959931
18,1.0,0.582763390322164,0.57475096321233,0.562609713941941,0.5651456178561511,0.3216749101890557,0.33961316909978284,0.33494381991254674,0.3278683443249884,0.32934617628756474,0.1874603612433517,0.3303386697135011,0.32336047500074405,0.32481798821805025,0.1848829644723995,0.31652969022183275,0.3179564143975907,0.1809774292037642,0.3193895693820108,0.18179316586761582,0.10347474784513705
19,1.0,0.5647554244100431,0.5900761613154599,0.5780783998190252,0.6142089506971065,0.28822928217435273,0.3189486894005679,0.33324871291796165,0.3264729120320722,0.34687783662739163,0.16277905058177866,0.3481898761527887,0.34111028310459407,0.3624300598729452,0.17007722840415257,0.33417463633732475,0.35506092737350586,0.16661912222033612,0.3772526351164405,0.1770330049644894,0.08307611910274265
20,1.0,0.6141604716759096,0.6215970422846979,0.6405932487054887,0.6339751774436821,0.20820127559229157,0.37719308496917575,0.3817603326819204,0.3934270517773662,0.3893624940096303,0.12786899362128784,0.3863828829770845,0.3981908687028777,0.39407709518090933,0.1294172971080697,0.41035971028705215,0.406120218517287,0.13337233151629282,0.4019245256147483,0.13199444063762403,0.043347771158257345
21,1.0,0.6347121117660449,0.6231161197094708,0.6498124922773804,0.636498443386718,0.16993344189177617,0.4028594648225123,0.39549934821626187,0.41244385922533283,0.40399327113778416,0.10785881376280174,0.3882736986417875,0.4049086387266217,0.39661244024425,0.1058882669204784,0.4222562751197405,0.4136046398277963,0.11042487339696846,0.4051302684337151,0.10816237124346283,0.028877374673185668
22,1.0,0.6365699814975675,0.6496372532725545,0.6256996507613826,0.6700317210920441,0.2678912915796797,0.40522134134381343,0.4135395742958406,0.3983016151082077,0.4265220802983458,0.17053155452423618,0.4220285608395091,0.40647780249422116,0.43527756689571784,0.17403216283746015,0.3915000529629161,0.4192386138863401,0.16761948758342132,0.4489425072695668,0.17949566316270343,0.07176574410422898
