Actual Values,Predicted Values,Absolute Error,Accuracy (%)
1684.9334716796875,1777.4445349121095,92.51106323242198,94.50951240584004
1507.1658935546875,1602.8126977539061,95.64680419921865,93.65386354559594
1569.1676025390625,1610.9018579101562,41.734255371093695,97.34035705914629
2052.55615234375,2089.2927124023436,36.73656005859357,98.21020438263551
1264.2703857421875,1301.8011242675782,37.53073852539069,97.03143101755418
1059.767333984375,1129.284521484375,69.51718750000009,93.44033494232754
1826.9327392578125,1838.6018713378905,11.669132080078043,99.36127193796862
1725.4681396484375,1664.8338110351563,60.63432861328124,96.48592012683379
1445.216552734375,1513.4677514648438,68.25119873046879,95.27744139095721
1335.3201904296875,1319.9951770019532,15.325013427734348,98.8523341789056
1598.156494140625,1608.6207104492187,10.464216308593677,99.34523206288252
2303.82470703125,2321.882399902344,18.057692871093877,99.21618633501143
2014.418212890625,2058.0136376953124,43.595424804687354,97.83583048814232
1667.0592041015625,1636.8543664550782,30.204837646484293,98.18813647576705
3118.34423828125,3045.0028881835938,73.34135009765623,97.6480675482422
2043.170166015625,1960.4386511230468,82.73151489257816,95.95082601201483
1215.6025390625,1239.829033203125,24.226494140624936,98.0070382084502
2120.005859375,2001.8531604003906,118.1526989746094,94.42677488592216
2888.9296875,2856.7879272460937,32.14176025390634,98.88741631916557
1189.986083984375,1210.5175134277345,20.531429443359457,98.27464961820267
1972.181884765625,1974.567021484375,2.385136718749891,99.87906101677669
1288.1239013671875,1337.3980969238282,49.274195556640734,96.17473167726007
1735.3212890625,1770.366981201172,35.04569213867194,97.9804493634948
2300.690673828125,2329.143610839844,28.45293701171886,98.76328715826992
1274.8717041015625,1310.7188122558593,35.84710815429685,97.1881791682278
1691.6580810546875,1721.6618151855469,30.003734130859357,98.22637124683298
2524.460205078125,2454.914404296875,69.54580078124991,97.24512192185269
1848.889892578125,1848.29201171875,0.5978808593749818,99.96766271145864
1874.1304931640625,1881.6995666503906,7.5690734863280795,99.5961287907146
1908.786376953125,1873.9739831542968,34.812393798828225,98.1762027317904
1651.0738525390625,1601.1995141601562,49.87433837890626,96.97927877046757
1322.604248046875,1327.3250134277343,4.720765380859348,99.64307045075421
1960.881591796875,2035.7455224609375,74.86393066406254,96.18212894765053
1647.5982666015625,1639.698154296875,7.900112304687582,99.5205073673097
1864.912353515625,1890.3758374023437,25.463483886718677,98.63460157584798
2860.459228515625,2970.823681640625,110.36445312500018,96.14172255892382
1294.9063720703125,1311.4617102050781,16.555338134765634,98.72150307606435
1878.139404296875,1884.902830810547,6.763426513671902,99.63988687430772
2344.49365234375,2296.119162597656,48.374489746093786,97.93667644620258
1880.556396484375,1880.4486352539063,0.10776123046866815,99.99426971556555
1599.4766845703125,1526.7248742675781,72.75181030273438,95.45152417634155
2055.265380859375,2042.1074084472657,13.157972412109302,99.35979204755508
2922.732666015625,3004.664421386719,81.93175537109391,97.19674138097665
1067.298828125,1207.6848626708984,140.38603454589838,86.84660463906584
1170.086181640625,1204.4613195800782,34.375137939453225,97.06217042139114
2245.430419921875,2294.2900390625,48.859619140625,97.82404216549605
